OPEID6,INSTNM,CIPCODE,CIPDESC,EARN_MDN_HI_1YR,EARN_MDN_HI_2YR,DEBT_ALL_STGP_EVAL_MDN
4058,Gratz College,5202,"Business Administration, Management and Operations.",,,
3269,Grove City College,2701,Mathematics.,,,
3269,Grove City College,5202,"Business Administration, Management and Operations.",,,
3269,Grove City College,5203,Accounting and Related Services.,,,
3269,Grove City College,5206,Business/Managerial Economics.,,,
3269,Grove City College,5207,Entrepreneurial and Small Business Operations.,,,
3269,Grove City College,5208,Finance and Financial Management Services.,,,
3269,Grove City College,5210,Human Resources Management and Services.,,,
3269,Grove City College,5211,International Business.,,,
3269,Grove City College,5213,Management Sciences and Quantitative Methods.,,,
3269,Grove City College,5213,Management Sciences and Quantitative Methods.,,,
3269,Grove City College,5214,Marketing.,,,
3270,Gwynedd Mercy University,2701,Mathematics.,,,
3270,Gwynedd Mercy University,5202,"Business Administration, Management and Operations.",,,
3270,Gwynedd Mercy University,5202,"Business Administration, Management and Operations.",45042,41565,27000
3270,Gwynedd Mercy University,5202,"Business Administration, Management and Operations.",59939,58402,30250
3270,Gwynedd Mercy University,5202,"Business Administration, Management and Operations.",,,
3270,Gwynedd Mercy University,5203,Accounting and Related Services.,,,
3270,Gwynedd Mercy University,5210,Human Resources Management and Services.,,,
3270,Gwynedd Mercy University,5211,International Business.,,,
3272,Harcum College,5202,"Business Administration, Management and Operations.",,,17500
3272,Harcum College,5203,Accounting and Related Services.,,,
3272,Harcum College,5214,Marketing.,,,
3272,Harcum College,5218,"General Sales, Merchandising and Related Marketing Operations.",,,
3273,Harrisburg Area Community College,2701,Mathematics.,,,
3273,Harrisburg Area Community College,5201,"Business/Commerce, General.",32423,33007,19703
3273,Harrisburg Area Community College,5202,"Business Administration, Management and Operations.",32314,32747,15250
3273,Harrisburg Area Community College,5203,Accounting and Related Services.,,,
3273,Harrisburg Area Community College,5203,Accounting and Related Services.,39104,34420,15973
3273,Harrisburg Area Community College,5204,Business Operations Support and Assistant Services.,,,
3273,Harrisburg Area Community College,5204,Business Operations Support and Assistant Services.,,,
3273,Harrisburg Area Community College,5207,Entrepreneurial and Small Business Operations.,,,
3273,Harrisburg Area Community College,5208,Finance and Financial Management Services.,,,
3273,Harrisburg Area Community College,5209,Hospitality Administration/Management.,,,
3273,Harrisburg Area Community College,5209,Hospitality Administration/Management.,,,
3273,Harrisburg Area Community College,5218,"General Sales, Merchandising and Related Marketing Operations.",36837,24035,
3273,Harrisburg Area Community College,5219,"Specialized Sales, Merchandising and  Marketing Operations.",,,
3274,Haverford College,2701,Mathematics.,,,
25366,Commonwealth Technical Institute,5201,"Business/Commerce, General.",,,
25366,Commonwealth Technical Institute,5204,Business Operations Support and Assistant Services.,,,
25366,Commonwealth Technical Institute,5218,"General Sales, Merchandising and Related Marketing Operations.",,,
3275,Holy Family University,2701,Mathematics.,,,
3275,Holy Family University,5202,"Business Administration, Management and Operations.",49287,52107,26974
3275,Holy Family University,5202,"Business Administration, Management and Operations.",68409,86867,36259
3275,Holy Family University,5202,"Business Administration, Management and Operations.",,,
3275,Holy Family University,5203,Accounting and Related Services.,45494,50677,27000
3275,Holy Family University,5203,Accounting and Related Services.,70638,,
3275,Holy Family University,5208,Finance and Financial Management Services.,,,
3275,Holy Family University,5210,Human Resources Management and Services.,,,
3275,Holy Family University,5210,Human Resources Management and Services.,,,
3275,Holy Family University,5212,Management Information Systems and Services.,,,
3275,Holy Family University,5213,Management Sciences and Quantitative Methods.,,,
3275,Holy Family University,5299,"Business, Management, Marketing, and Related Support Services, Other.",,,
7469,Hussian College-Philadelphia,5202,"Business Administration, Management and Operations.",,,
7469,Hussian College-Philadelphia,5202,"Business Administration, Management and Operations.",31397,,24000
7469,Hussian College-Philadelphia,5202,"Business Administration, Management and Operations.",31168,32925,
7469,Hussian College-Philadelphia,5203,Accounting and Related Services.,,,
7469,Hussian College-Philadelphia,5210,Human Resources Management and Services.,,,
3276,Immaculata University,2701,Mathematics.,,,
3276,Immaculata University,5202,"Business Administration, Management and Operations.",,,
3276,Immaculata University,5202,"Business Administration, Management and Operations.",42202,52941,27000
3276,Immaculata University,5202,"Business Administration, Management and Operations.",,,
3276,Immaculata University,5202,"Business Administration, Management and Operations.",,,
3276,Immaculata University,5203,Accounting and Related Services.,,,
3276,Immaculata University,5203,Accounting and Related Services.,,,
3276,Immaculata University,5208,Finance and Financial Management Services.,60313,57995,
3276,Immaculata University,5210,Human Resources Management and Services.,48457,58673,
3276,Immaculata University,5212,Management Information Systems and Services.,,,
3276,Immaculata University,5214,Marketing.,,,
3276,Immaculata University,5219,"Specialized Sales, Merchandising and  Marketing Operations.",,,
3276,Immaculata University,5219,"Specialized Sales, Merchandising and  Marketing Operations.",35466,29685,27000
3277,Indiana University of Pennsylvania-Main Campus,2701,Mathematics.,,41205,
3277,Indiana University of Pennsylvania-Main Campus,2701,Mathematics.,,,
3277,Indiana University of Pennsylvania-Main Campus,2703,Applied Mathematics.,,,
3277,Indiana University of Pennsylvania-Main Campus,5201,"Business/Commerce, General.",,,
3277,Indiana University of Pennsylvania-Main Campus,5201,"Business/Commerce, General.",,,
3277,Indiana University of Pennsylvania-Main Campus,5202,"Business Administration, Management and Operations.",40808,38971,26125
3277,Indiana University of Pennsylvania-Main Campus,5202,"Business Administration, Management and Operations.",64026,59726,20500
3277,Indiana University of Pennsylvania-Main Campus,5202,"Business Administration, Management and Operations.",,,
3277,Indiana University of Pennsylvania-Main Campus,5203,Accounting and Related Services.,43509,45207,26000
3277,Indiana University of Pennsylvania-Main Campus,5203,Accounting and Related Services.,,,
3277,Indiana University of Pennsylvania-Main Campus,5208,Finance and Financial Management Services.,42890,45696,25447
3277,Indiana University of Pennsylvania-Main Campus,5209,Hospitality Administration/Management.,,,
3277,Indiana University of Pennsylvania-Main Campus,5209,Hospitality Administration/Management.,33085,38769,27000
3277,Indiana University of Pennsylvania-Main Campus,5210,Human Resources Management and Services.,37145,42044,26000
3277,Indiana University of Pennsylvania-Main Campus,5210,Human Resources Management and Services.,46294,50856,26213
3277,Indiana University of Pennsylvania-Main Campus,5211,International Business.,,45305,
3277,Indiana University of Pennsylvania-Main Campus,5212,Management Information Systems and Services.,40283,49269,27000
3277,Indiana University of Pennsylvania-Main Campus,5213,Management Sciences and Quantitative Methods.,,,
3277,Indiana University of Pennsylvania-Main Campus,5214,Marketing.,,,
3277,Indiana University of Pennsylvania-Main Campus,5214,Marketing.,37648,36368,25500
3277,Indiana University of Pennsylvania-Main Campus,5219,"Specialized Sales, Merchandising and  Marketing Operations.",31044,37054,26000
21122,Great Lakes Institute of Technology,5203,Accounting and Related Services.,,,
21122,Great Lakes Institute of Technology,5204,Business Operations Support and Assistant Services.,,,
21142,Johnson College,5202,"Business Administration, Management and Operations.",,,
3279,Juniata College,2701,Mathematics.,,,
3279,Juniata College,5201,"Business/Commerce, General.",,36848,27000
3279,Juniata College,5202,"Business Administration, Management and Operations.",,,
3279,Juniata College,5202,"Business Administration, Management and Operations.",,,
3279,Juniata College,5202,"Business Administration, Management and Operations.",,,
3279,Juniata College,5203,Accounting and Related Services.,,,
3279,Juniata College,5203,Accounting and Related Services.,,,
3279,Juniata College,5207,Entrepreneurial and Small Business Operations.,,,
3279,Juniata College,5208,Finance and Financial Management Services.,,,
3279,Juniata College,5210,Human Resources Management and Services.,,,
3279,Juniata College,5211,International Business.,,,
3279,Juniata College,5212,Management Information Systems and Services.,,,
3279,Juniata College,5214,Marketing.,,,
3280,Keystone College,5202,"Business Administration, Management and Operations.",,,
